Customer_Name,Customer_ID,Order_ID,Order_Date,Amount
Brian Moss,BM-11650,CA-2014-152912,11/10/2014,9.64
Brian Moss,BM-11650,CA-2014-152912,11/10/2014,544.38
Brian Moss,BM-11650,CA-2014-152912,11/10/2014,826.62
Brian Moss,BM-11650,CA-2014-152912,11/10/2014,"1,633.14"
Steve Chapman,SC-20695,CA-2014-152926,10/3/2014,15.22
Steve Chapman,SC-20695,CA-2014-152926,10/3/2014,21.98
Matthew Grinstein,MG-17650,CA-2014-152933,10/13/2014,10.37
Matthew Grinstein,MG-17650,CA-2014-152933,10/13/2014,369.54
Matthew Grinstein,MG-17650,CA-2014-152933,10/13/2014,791.88
Sanjit Chand,SC-20095,CA-2014-152961,1/16/2014,12.7
Bryan Mills,BM-11785,CA-2014-152968,5/27/2014,23.08
Roger Barcio,RB-19705,CA-2014-152975,9/15/2014,29.95
Roger Barcio,RB-19705,CA-2014-152975,9/15/2014,70.98
Roger Barcio,RB-19705,CA-2014-152975,9/15/2014,589.41
Roger Barcio,RB-19705,CA-2014-152975,9/15/2014,"1,079.85"
Neola Schneider,NS-18505,CA-2014-153045,1/20/2014,21.7
Neola Schneider,NS-18505,CA-2014-153045,1/20/2014,31.97
Neola Schneider,NS-18505,CA-2014-153045,1/20/2014,429.6
Neola Schneider,NS-18505,CA-2014-153045,1/20/2014,887.27
Eric Hoffmann,EH-13945,CA-2014-153080,5/23/2014,68.46
Don Jones,DJ-13510,CA-2014-153339,11/4/2014,15.99
Annie Thurman,AT-10735,CA-2014-153787,5/20/2014,97.16
Adrian Barton,AB-10105,CA-2014-153822,9/20/2014,12.62
Adrian Barton,AB-10105,CA-2014-153822,9/20/2014,18.18
Adrian Barton,AB-10105,CA-2014-153822,9/20/2014,89.58
Adrian Barton,AB-10105,CA-2014-153822,9/20/2014,471.92
Shahid Collister,SC-20380,CA-2014-153843,3/14/2014,27.12
Shahid Collister,SC-20380,CA-2014-153843,3/14/2014,30.88
Shahid Collister,SC-20380,CA-2014-153843,3/14/2014,465.16
Richard Bierner,RB-19435,CA-2014-153871,12/12/2014,22.75
Richard Bierner,RB-19435,CA-2014-153871,12/12/2014,40.2
Richard Bierner,RB-19435,CA-2014-153871,12/12/2014,735.98
Deborah Brumfield,DB-13270,CA-2014-154011,6/20/2014,6.89
Deborah Brumfield,DB-13270,CA-2014-154011,6/20/2014,457.49
Julie Kriz,JK-16120,CA-2014-154039,2/18/2014,124.79
Julie Kriz,JK-16120,CA-2014-154039,2/18/2014,480.96
Bart Watters,BW-11110,CA-2014-154074,9/1/2014,149.73
Bart Watters,BW-11110,CA-2014-154074,9/1/2014,569.57
Larry Blacks,LB-16735,CA-2014-154088,11/13/2014,26.72
Skye Norling,SN-20560,CA-2014-154102,2/7/2014,29.9
Maris LaWare,ML-17410,CA-2014-154109,11/7/2014,47.95
Maris LaWare,ML-17410,CA-2014-154109,11/7/2014,127.37
Khloe Miller,KM-16660,CA-2014-154116,12/16/2014,22.83
Khloe Miller,KM-16660,CA-2014-154116,12/16/2014,54.32
Khloe Miller,KM-16660,CA-2014-154116,12/16/2014,196.78
Sample Company A,SC-20050,CA-2014-154123,11/21/2014,27.58
Meg Tillman,MT-17815,CA-2014-154137,11/12/2014,35.48
Troy Blackwell,TB-21595,CA-2014-154214,3/21/2014,2.91
Michael Dominguez,MD-17860,CA-2014-154410,10/22/2014,909.12
Dennis Pardue,DP-13390,CA-2014-154466,1/2/2014,3.6
Erin Ashbrook,EA-14035,CA-2014-154501,5/1/2014,9.78
Nick Zandusky,NZ-18565,CA-2014-154676,8/6/2014,151.06
Dan Lawera,DL-12865,CA-2014-154718,1/20/2014,6
Alan Haines,AH-10195,CA-2014-154732,11/6/2014,16.03
Beth Paige,BP-11290,CA-2014-154760,1/10/2014,274.49
Mark Hamilton,MH-17455,CA-2014-154809,2/14/2014,90.64
Victoria Brennan,VB-21745,CA-2014-154816,11/7/2014,5.78
David Smith,DS-13180,CA-2014-154907,4/1/2014,205.33
Marc Crier,MC-17275,CA-2014-154949,10/16/2014,14.73
Sanjit Engle,SE-20110,CA-2014-155047,8/28/2014,5.95
Giulietta Weimer,GW-14605,CA-2014-155075,12/3/2014,631.18
Daniel Byrd,DB-12910,CA-2014-155089,12/3/2014,45.66
Michael Paige,MP-17965,CA-2014-155152,7/8/2014,252
Delfina Latchford,DL-13315,CA-2014-155159,11/26/2014,48.87
Ross DeVincentis,RD-19810,CA-2014-155292,10/31/2014,30
Ross DeVincentis,RD-19810,CA-2014-155292,10/31/2014,33.94
Ross DeVincentis,RD-19810,CA-2014-155292,10/31/2014,35.06
Ross DeVincentis,RD-19810,CA-2014-155292,10/31/2014,105.98
Dave Poirier,DP-13105,CA-2014-155362,12/18/2014,32.56
Sandra Glassco,SG-20080,CA-2014-155376,12/23/2014,839.43
Rob Williams,RW-19630,CA-2014-155460,4/14/2014,5.28
Rob Williams,RW-19630,CA-2014-155460,4/14/2014,895.92
Paul Gonzalez,PG-18895,CA-2014-155558,10/27/2014,6.16
Paul Gonzalez,PG-18895,CA-2014-155558,10/27/2014,19.99
Frank Gastineau,FG-14260,CA-2014-155607,11/27/2014,58.73
Frank Gastineau,FG-14260,CA-2014-155607,11/27/2014,93.34
Kean Nguyen,KN-16450,CA-2014-155621,11/9/2014,274.2
Brendan Murry,BM-11575,CA-2014-155642,5/19/2014,1.89
Brendan Murry,BM-11575,CA-2014-155642,5/19/2014,22.61
Victoria Brennan,VB-21745,CA-2014-155698,3/9/2014,20.7
Victoria Brennan,VB-21745,CA-2014-155698,3/9/2014,647.84
Natalie Fritzler,NF-18385,CA-2014-155705,8/22/2014,866.4
Ken Dana,KD-16615,CA-2014-155712,3/3/2014,107.65
Tony Chapman,TC-21475,CA-2014-155740,7/31/2014,76.78
Karen Seio,KS-16300,CA-2014-155824,3/11/2014,13.09
Karen Seio,KS-16300,CA-2014-155824,3/11/2014,48.78
Justin Deggeller,JD-16150,CA-2014-155880,3/26/2014,90.99
Justin Deggeller,JD-16150,CA-2014-155880,3/26/2014,368.97
Justin Deggeller,JD-16150,CA-2014-155880,3/26/2014,"1,526.56"
Arianne Irving,AI-10855,CA-2014-155929,9/10/2014,6.37
Joe Kamberova,JK-15730,CA-2014-155936,6/23/2014,3.04
Corey Catlett,CC-12610,CA-2014-155957,11/27/2014,52.27
Corey Catlett,CC-12610,CA-2014-155957,11/27/2014,213.14
Bill Eplett,BE-11335,CA-2014-155985,3/24/2014,211.84
Becky Pak,BP-11155,CA-2014-156139,1/1/2014,38.38
Pamela Stobb,PS-18760,CA-2014-156237,9/15/2014,3.88
Pamela Stobb,PS-18760,CA-2014-156237,9/15/2014,12.59
Pamela Stobb,PS-18760,CA-2014-156237,9/15/2014,18.31
Pamela Stobb,PS-18760,CA-2014-156237,9/15/2014,113.37
Pamela Stobb,PS-18760,CA-2014-156237,9/15/2014,127.94
Pamela Stobb,PS-18760,CA-2014-156237,9/15/2014,241.17
Pauline Webber,PW-19030,CA-2014-156272,3/22/2014,64.38
Marina Lichtenstein,ML-17395,CA-2014-156363,10/23/2014,31.68
Marina Lichtenstein,ML-17395,CA-2014-156363,10/23/2014,32.7
Sara Luxemburg,SL-20155,CA-2014-156391,9/27/2014,2.22
Charles McCrossin,CM-12160,CA-2014-156412,12/5/2014,5.35
Jennifer Patt,JP-15460,CA-2014-156622,11/24/2014,6.1
Jennifer Patt,JP-15460,CA-2014-156622,11/24/2014,36.29
Jennifer Patt,JP-15460,CA-2014-156622,11/24/2014,78.3
Jennifer Patt,JP-15460,CA-2014-156622,11/24/2014,127.79
Beth Paige,BP-11290,CA-2014-156664,12/19/2014,4.82
Beth Paige,BP-11290,CA-2014-156664,12/19/2014,7.24
Beth Paige,BP-11290,CA-2014-156664,12/19/2014,130.11
Jill Matthias,JM-15580,CA-2014-156720,12/31/2014,3.02
Gary Zandusky,GZ-14470,CA-2014-156769,5/7/2014,54.66
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,11.95
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,24.56
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,51.75
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,55.76
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,207.18
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,707.88
Jeremy Lonsdale,JL-15505,CA-2014-156776,8/8/2014,"1,473.10"
Don Jones,DJ-13510,CA-2014-156895,5/9/2014,128.06
Ellis Ballard,EB-13840,CA-2014-156951,10/2/2014,19.44
Ellis Ballard,EB-13840,CA-2014-156951,10/2/2014,81.09
Ellis Ballard,EB-13840,CA-2014-156951,10/2/2014,91.84
Ellis Ballard,EB-13840,CA-2014-156951,10/2/2014,451.15
Patrick Bzostek,PB-18805,CA-2014-156958,12/6/2014,9.3
Patrick Bzostek,PB-18805,CA-2014-156958,12/6/2014,31.18
Patrick Bzostek,PB-18805,CA-2014-156958,12/6/2014,83.92
Patrick Bzostek,PB-18805,CA-2014-156958,12/6/2014,172.75
Patrick Bzostek,PB-18805,CA-2014-156958,12/6/2014,199.9
Denny Blanton,DB-13405,CA-2014-157091,6/27/2014,526.45
Greg Guthrie,GG-14650,CA-2014-157112,4/24/2014,5.34
Greg Guthrie,GG-14650,CA-2014-157112,4/24/2014,11.76
Anna Andreadi,AA-10645,CA-2014-157196,11/6/2014,12.96
Cynthia Voltz,CV-12805,CA-2014-157252,1/21/2014,207.85
Sam Zeldin,SZ-20035,CA-2014-157273,1/31/2014,604.77
Darren Powers,DP-13000,CA-2014-157350,8/27/2014,64.96
Henia Zydlo,HZ-14950,CA-2014-157420,11/22/2014,55.18
Lena Creighton,LC-16885,CA-2014-157448,11/17/2014,12.42
Lena Creighton,LC-16885,CA-2014-157448,11/17/2014,119.94
Erin Smith,ES-14080,CA-2014-157469,12/3/2014,19.73
Erin Smith,ES-14080,CA-2014-157469,12/3/2014,151.19
Emily Phan,EP-13915,CA-2014-157483,11/12/2014,181.86
Helen Andreada,HA-14920,CA-2014-157651,12/11/2014,14.2
Ross Baird,RB-19795,CA-2014-157672,10/6/2014,63.82
Katherine Ducich,KD-16345,CA-2014-157833,6/18/2014,51.31
Denise Monton,DM-13345,CA-2014-157854,4/9/2014,56.28
Denise Monton,DM-13345,CA-2014-157854,4/9/2014,"2,690.97"
Anne McFarland,AM-10705,CA-2014-157903,4/5/2014,383.84
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,15.55
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,19.46
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,29.76
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,34.36
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,89.77
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,209.99
Stephanie Ulpright,SU-20665,CA-2014-157966,3/14/2014,959.98
Shahid Hopkins,SH-20395,CA-2014-157980,12/8/2014,127.98
Ann Chong,AC-10615,CA-2014-157987,9/3/2014,11.54
Ann Chong,AC-10615,CA-2014-157987,9/3/2014,12.98
Ann Chong,AC-10615,CA-2014-157987,9/3/2014,23.1
Ann Chong,AC-10615,CA-2014-157987,9/3/2014,254.53
Dorothy Badders,DB-13555,CA-2014-158036,9/9/2014,9.1
Bill Donatelli,BD-11320,CA-2014-158071,6/11/2014,11.56
Bill Donatelli,BD-11320,CA-2014-158071,6/11/2014,15.58
Bill Donatelli,BD-11320,CA-2014-158071,6/11/2014,88.78
Carol Triggs,CT-11995,CA-2014-158106,6/5/2014,8.64
Katharine Harms,KH-16330,CA-2014-158120,11/18/2014,4.16
Katharine Harms,KH-16330,CA-2014-158120,11/18/2014,19.61
Justin MacKendrick,JM-16195,CA-2014-158169,8/13/2014,54.92
Justin MacKendrick,JM-16195,CA-2014-158169,8/13/2014,542.94
Jennifer Braxton,JB-15400,CA-2014-158246,11/10/2014,215.98
Cindy Chapman,CC-12475,CA-2014-158344,8/8/2014,63.96
Joseph Airdo,JA-15970,CA-2014-158379,9/23/2014,5.61
Joseph Airdo,JA-15970,CA-2014-158379,9/23/2014,79.98
Joseph Airdo,JA-15970,CA-2014-158379,9/23/2014,"4,663.74"
Bobby Odegard,BO-11425,CA-2014-158386,10/17/2014,124.75
Lindsay Williams,LW-16990,CA-2014-158407,6/5/2014,31.98
Lindsay Williams,LW-16990,CA-2014-158407,6/5/2014,71.98
Brenda Bowman,BB-11545,CA-2014-158561,11/12/2014,"1,158.12"
Ken Brennan,KB-16600,CA-2014-158673,12/30/2014,209.7
Amy Cox,AC-10450,CA-2014-158729,12/20/2014,"1,665.62"
Tonja Turnell,TT-21460,CA-2014-158736,12/19/2014,5.76
Ivan Gibson,IG-15085,CA-2014-158743,10/21/2014,13.36
Ivan Gibson,IG-15085,CA-2014-158743,10/21/2014,39.96
Ivan Gibson,IG-15085,CA-2014-158743,10/21/2014,145.85
Aimee Bixby,AB-10150,CA-2014-158876,11/20/2014,6.67
Aimee Bixby,AB-10150,CA-2014-158876,11/20/2014,15.99
Aimee Bixby,AB-10150,CA-2014-158876,11/20/2014,16.9
Aimee Bixby,AB-10150,CA-2014-158876,11/20/2014,99.14
Cari Schnelling,CS-11860,CA-2014-158883,6/3/2014,25.34
Michelle Lonsdale,ML-18040,CA-2014-158953,6/5/2014,6.37
Brian Thompson,BT-11680,CA-2014-158967,12/11/2014,19.1
Victoria Pisteka,VP-21760,CA-2014-159100,10/17/2014,18.53
Victoria Pisteka,VP-21760,CA-2014-159100,10/17/2014,"1,875.26"
Kean Thornton,KT-16480,CA-2014-159107,6/25/2014,2.88
Katherine Murray,KM-16375,CA-2014-159135,11/5/2014,4.3
Cyra Reiten,CR-12820,CA-2014-159149,2/18/2014,89.07
Cyra Reiten,CR-12820,CA-2014-159149,2/18/2014,175.44
Cyra Reiten,CR-12820,CA-2014-159149,2/18/2014,438.34
Ken Brennan,KB-16600,CA-2014-159156,11/14/2014,629.95
Rob Lucas,RL-19615,CA-2014-159226,4/26/2014,344.98
Gary Hansen,GH-14410,CA-2014-159282,10/17/2014,599.99
Ken Black,KB-16585,CA-2014-159352,3/13/2014,69.93
Bart Watters,BW-11110,CA-2014-159366,1/8/2014,"3,059.98"
Rick Duston,RD-19480,CA-2014-159457,10/20/2014,16.68
Todd Boyes,TB-21355,CA-2014-159464,5/19/2014,17.24
Todd Boyes,TB-21355,CA-2014-159464,5/19/2014,34.75
Todd Boyes,TB-21355,CA-2014-159464,5/19/2014,55.98
Todd Boyes,TB-21355,CA-2014-159464,5/19/2014,113.94
Todd Boyes,TB-21355,CA-2014-159464,5/19/2014,302.94
Justin Ritter,JR-16210,CA-2014-159506,11/28/2014,158.28
Justin Ritter,JR-16210,CA-2014-159506,11/28/2014,497.94
Matt Collister,MC-17590,CA-2014-159597,11/10/2014,99.99
Craig Leslie,CL-12700,CA-2014-159604,4/15/2014,8.76
Peter McVee,PM-19135,CA-2014-159667,11/10/2014,191.98
Peter McVee,PM-19135,CA-2014-159667,11/10/2014,499.17
Adam Bellavance,AB-10060,CA-2014-159688,5/8/2014,79.99
Seth Vernon,SV-20365,CA-2014-159793,8/26/2014,130.98
Jeremy Farry,JF-15490,CA-2014-159884,9/1/2014,8.38
Jeremy Farry,JF-15490,CA-2014-159884,9/1/2014,10.74
Shahid Shariari,SS-20410,CA-2014-159954,9/11/2014,2.78
Sung Pak,SP-20860,CA-2014-160017,9/29/2014,10.37
Larry Blacks,LB-16735,CA-2014-160045,4/27/2014,1.99
Edward Nazzal,EN-13780,CA-2014-160087,3/19/2014,23.83
Bart Pistole,BP-11095,CA-2014-160325,9/25/2014,391.98
Bart Pistole,BP-11095,CA-2014-160325,9/25/2014,437.85
Kelly Lampkin,KL-16555,CA-2014-160395,1/1/2014,3.64
Kelly Lampkin,KL-16555,CA-2014-160395,1/1/2014,159.77
Alan Dominguez,AD-10180,CA-2014-160416,11/14/2014,163.96
Penelope Sewall,PS-19045,CA-2014-160423,1/22/2014,35.78
Penelope Sewall,PS-19045,CA-2014-160423,1/22/2014,348.21
Eric Hoffmann,EH-13945,CA-2014-160458,5/28/2014,25.92
David Bremer,DB-13120,CA-2014-160514,11/13/2014,10.56
Bill Stewart,BS-11380,CA-2014-160633,11/17/2014,86.35
Bill Stewart,BS-11380,CA-2014-160633,11/17/2014,139.96
Bill Stewart,BS-11380,CA-2014-160633,11/17/2014,899.98
Sue Ann Reed,SA-20830,CA-2014-160661,10/29/2014,21.93
Yana Sorensen,YS-21880,CA-2014-160724,5/6/2014,34.5
Frank Gastineau,FG-14260,CA-2014-160801,9/20/2014,4.84
Juliana Krohn,JK-16090,CA-2014-160885,12/3/2014,"2,479.96"
Daniel Raglin,DR-12940,CA-2014-160899,8/12/2014,477.51
Tamara Manning,TM-21010,CA-2014-160927,1/30/2014,12.96
Tamara Manning,TM-21010,CA-2014-160927,1/30/2014,13.48
Tamara Manning,TM-21010,CA-2014-160927,1/30/2014,14.91
Tamara Manning,TM-21010,CA-2014-160927,1/30/2014,94.85
Tonja Turnell,TT-21460,CA-2014-160934,1/16/2014,21.4
Matt Connell,MC-17605,CA-2014-160962,4/29/2014,6.85
Matt Connell,MC-17605,CA-2014-160962,4/29/2014,8.38
George Bell,GB-14530,CA-2014-160983,10/30/2014,46.96
Parhena Norris,PN-18775,CA-2014-161018,11/10/2014,96.53
Claudia Bergmann,CB-12535,CA-2014-161046,3/6/2014,42.68
Claudia Bergmann,CB-12535,CA-2014-161046,3/6/2014,234.36
Claudia Bergmann,CB-12535,CA-2014-161046,3/6/2014,262.24
Claudia Bergmann,CB-12535,CA-2014-161046,3/6/2014,299.97
Joel Eaton,JE-15745,CA-2014-161053,9/23/2014,34.95
Joel Eaton,JE-15745,CA-2014-161053,9/23/2014,691.96
Katrina Bavinger,KB-16405,CA-2014-161067,9/4/2014,5.56
Katrina Bavinger,KB-16405,CA-2014-161067,9/4/2014,90.8
Katrina Bavinger,KB-16405,CA-2014-161067,9/4/2014,181.76
Katrina Bavinger,KB-16405,CA-2014-161067,9/4/2014,419.4
Mick Hernandez,MH-18115,CA-2014-161088,5/26/2014,29.84
Erin Creighton,EC-14050,CA-2014-161102,8/1/2014,36.96
Erin Creighton,EC-14050,CA-2014-161102,8/1/2014,56.56
Beth Fritzler,BF-11275,CA-2014-161130,11/4/2014,361.38
Susan Pistek,SP-20920,CA-2014-161172,3/17/2014,5.19
Susan Pistek,SP-20920,CA-2014-161172,3/17/2014,44.38
Susan Pistek,SP-20920,CA-2014-161172,3/17/2014,51.26
Susan Pistek,SP-20920,CA-2014-161172,3/17/2014,54.22
Susan Pistek,SP-20920,CA-2014-161172,3/17/2014,159.98
Seth Vernon,SV-20365,CA-2014-161200,8/7/2014,15.4
Seth Vernon,SV-20365,CA-2014-161200,8/7/2014,145.74
John Lee,JL-15835,CA-2014-161333,2/3/2014,46.8
John Lee,JL-15835,CA-2014-161333,2/3/2014,86.26
John Lee,JL-15835,CA-2014-161333,2/3/2014,139.04
Alice McCarthy,AM-10360,CA-2014-161340,5/29/2014,13.87
Alice McCarthy,AM-10360,CA-2014-161340,5/29/2014,115.96
Chris Cortes,CC-12220,CA-2014-161410,6/27/2014,358.2
Chris Cortes,CC-12220,CA-2014-161410,6/27/2014,545.92
Edward Becker,EB-13750,CA-2014-161459,11/26/2014,39.96
Ralph Arnett,RA-19285,CA-2014-161480,12/26/2014,191.98
Arthur Gainer,AG-10900,CA-2014-161557,9/4/2014,108.4
Rick Bensley,RB-19465,CA-2014-161578,12/17/2014,13.36
Charles Sheldon,CS-12175,CA-2014-161592,4/7/2014,8.1
Carl Weiss,CW-11905,CA-2014-161655,5/14/2014,299.52
Edward Becker,EB-13750,CA-2014-161739,11/11/2014,341.96
Greg Tran,GT-14710,CA-2014-161774,5/15/2014,7.99
Greg Tran,GT-14710,CA-2014-161774,5/15/2014,46.2
Greg Tran,GT-14710,CA-2014-161774,5/15/2014,47.95
Greg Tran,GT-14710,CA-2014-161774,5/15/2014,76.86
Greg Tran,GT-14710,CA-2014-161774,5/15/2014,899.43
Thea Hendricks,TH-21100,CA-2014-161809,1/21/2014,160.78
Aleksandra Gannaway,AG-10300,CA-2014-161823,9/4/2014,5.96
Bart Pistole,BP-11095,CA-2014-161851,4/16/2014,15.57
Harold Pawlan,HP-14815,CA-2014-161893,1/24/2014,4.94
Harold Pawlan,HP-14815,CA-2014-161893,1/24/2014,95.98
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,28.4
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,116.28
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,230.28
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,321.92
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,354.9
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,841.57
Dan Reichenbach,DR-12880,CA-2014-161956,8/28/2014,879.98
Sanjit Jacobs,SJ-20125,CA-2014-161984,4/11/2014,7.16
Sanjit Jacobs,SJ-20125,CA-2014-161984,4/11/2014,7.61
Karen Bern,KB-16240,CA-2014-162012,7/12/2014,168.1
Karen Bern,KB-16240,CA-2014-162012,7/12/2014,"1,287.45"
Evan Minnotte,EM-14200,CA-2014-162033,3/27/2014,3.76
Evan Minnotte,EM-14200,CA-2014-162033,3/27/2014,53.25
Thomas Brumley,TB-21190,CA-2014-162096,11/11/2014,7.8
Olvera Toch,OT-18730,CA-2014-162173,10/27/2014,251.58
Olvera Toch,OT-18730,CA-2014-162173,10/27/2014,356.85
Patrick Ryan,PR-18880,CA-2014-162250,11/25/2014,7.78
Frank Hawley,FH-14275,CA-2014-162474,3/14/2014,7.99
Carol Triggs,CT-11995,CA-2014-162481,9/26/2014,8.26
Carol Triggs,CT-11995,CA-2014-162481,9/26/2014,269.97
Raymond Buch,RB-19360,CA-2014-162572,9/26/2014,10.61
Raymond Buch,RB-19360,CA-2014-162572,9/26/2014,119.96
Evan Bailliet,EB-14170,CA-2014-162635,10/10/2014,10.82
Aaron Smayling,AS-10045,CA-2014-162691,8/2/2014,36.29
Aaron Smayling,AS-10045,CA-2014-162691,8/2/2014,"1,439.98"
Neil Knudson,NK-18490,CA-2014-162712,6/19/2014,74.35
Logan Currie,LC-17140,CA-2014-162789,9/23/2014,12.07
Logan Currie,LC-17140,CA-2014-162789,9/23/2014,"1,071.00"
Giulietta Dortch,GD-14590,CA-2014-162880,12/26/2014,3.86
Adrian Shami,AS-10135,CA-2014-162929,11/20/2014,13.36
Adrian Shami,AS-10135,CA-2014-162929,11/20/2014,41.28
Charles McCrossin,CM-12160,CA-2014-162936,8/19/2014,23.18
Lindsay Williams,LW-16990,CA-2014-162978,5/5/2014,17.61
Lindsay Williams,LW-16990,CA-2014-162978,5/5/2014,183.96
Lindsay Williams,LW-16990,CA-2014-162978,5/5/2014,300.9
Gary Hansen,GH-14410,CA-2014-163006,7/1/2014,14.22
Gary Hansen,GH-14410,CA-2014-163006,7/1/2014,569.06
Gary Hansen,GH-14410,CA-2014-163006,7/1/2014,"1,001.58"
Pauline Johnson,PJ-19015,CA-2014-163069,8/19/2014,9.91
Sarah Foster,SF-20200,CA-2014-163097,8/28/2014,120.58
Maria Bertelson,MB-17305,CA-2014-163125,10/10/2014,67.14
Maria Bertelson,MB-17305,CA-2014-163125,10/10/2014,254.06
Craig Carreira,CC-12670,CA-2014-163139,12/2/2014,17.52
Craig Carreira,CC-12670,CA-2014-163139,12/2/2014,20.37
Craig Carreira,CC-12670,CA-2014-163139,12/2/2014,221.55
Troy Staebel,TS-21610,CA-2014-163160,10/14/2014,10.48
Troy Staebel,TS-21610,CA-2014-163160,10/14/2014,63.31
Troy Staebel,TS-21610,CA-2014-163160,10/14/2014,96.78
Erin Creighton,EC-14050,CA-2014-163188,11/8/2014,38.16
Mike Kennedy,MK-18160,CA-2014-163209,5/4/2014,22.96
Mike Kennedy,MK-18160,CA-2014-163209,5/4/2014,25.92
Joy Smith,JS-16030,CA-2014-163265,2/17/2014,7.69
Joy Smith,JS-16030,CA-2014-163265,2/17/2014,18.37
Joy Smith,JS-16030,CA-2014-163265,2/17/2014,28.03
Joy Smith,JS-16030,CA-2014-163265,2/17/2014,50.35
Joy Smith,JS-16030,CA-2014-163265,2/17/2014,600.56
Fred McMath,FM-14380,CA-2014-163321,8/8/2014,79.99
Bradley Nguyen,BN-11515,CA-2014-163405,12/22/2014,5.88
Bradley Nguyen,BN-11515,CA-2014-163405,12/22/2014,6.63
Joni Wasserman,JW-15955,CA-2014-163510,12/26/2014,95.94
Joni Wasserman,JW-15955,CA-2014-163510,12/26/2014,304.45
Steven Cartwright,SC-20725,CA-2014-163531,6/27/2014,239.97
Ted Butterfield,TB-21055,CA-2014-163566,8/4/2014,16.52
Ruben Ausman,RA-19885,CA-2014-163629,11/18/2014,79.99
Ruben Ausman,RA-19885,CA-2014-163629,11/18/2014,206.1
Dave Poirier,DP-13105,CA-2014-163671,12/25/2014,21.31
Dean percer,Dp-13240,CA-2014-163692,9/8/2014,7.86
Paul Stevenson,PS-18970,CA-2014-163818,10/5/2014,19.98
Lori Olson,LO-17170,CA-2014-163860,12/29/2014,1.68
Lori Olson,LO-17170,CA-2014-163860,12/29/2014,2.96
Lori Olson,LO-17170,CA-2014-163860,12/29/2014,7.97
Lori Olson,LO-17170,CA-2014-163860,12/29/2014,113.37
Nick Crebassa,NC-18535,CA-2014-163874,11/11/2014,26.35
Maribeth Yedwab,MY-17380,CA-2014-163902,3/3/2014,196.78
Maribeth Yedwab,MY-17380,CA-2014-163902,3/3/2014,479.94
Kristen Hastings,KH-16690,CA-2014-163979,12/29/2014,725.84
Aaron Hawkins,AH-10030,CA-2014-164000,12/19/2014,18.7
John Lee,JL-15835,CA-2014-164028,11/25/2014,223.58
Ken Lonsdale,KL-16645,CA-2014-164042,5/24/2014,1.19
Ken Lonsdale,KL-16645,CA-2014-164042,5/24/2014,1.82
Ken Lonsdale,KL-16645,CA-2014-164042,5/24/2014,18.32
Ken Lonsdale,KL-16645,CA-2014-164042,5/24/2014,48.82
Ken Heidel,KH-16630,CA-2014-164049,11/3/2014,23.85
Claire Gute,CG-12520,CA-2014-164098,1/27/2014,18.16
Neil Ducich,ND-18460,CA-2014-164112,7/1/2014,"1,085.42"
Lindsay Shagiari,LS-16975,CA-2014-164168,11/13/2014,12.22
Lindsay Shagiari,LS-16975,CA-2014-164168,11/13/2014,22.85
Lindsay Shagiari,LS-16975,CA-2014-164168,11/13/2014,30.56
Lindsay Shagiari,LS-16975,CA-2014-164168,11/13/2014,44.78
Lindsay Shagiari,LS-16975,CA-2014-164168,11/13/2014,67.99
Lindsay Shagiari,LS-16975,CA-2014-164168,11/13/2014,77.95
Michael Moore,MM-17920,CA-2014-164329,1/31/2014,129.3
Christine Sundaresam,CS-12355,CA-2014-164364,11/13/2014,9.21
Christine Sundaresam,CS-12355,CA-2014-164364,11/13/2014,9.96
Christine Sundaresam,CS-12355,CA-2014-164364,11/13/2014,27.93
Michelle Moray,MM-18055,CA-2014-164378,7/16/2014,6.56
Michelle Moray,MM-18055,CA-2014-164378,7/16/2014,7.83
Michelle Moray,MM-18055,CA-2014-164378,7/16/2014,8.96
Michelle Moray,MM-18055,CA-2014-164378,7/16/2014,41.9
Michelle Moray,MM-18055,CA-2014-164378,7/16/2014,664.15
Cynthia Voltz,CV-12805,CA-2014-164707,2/19/2014,9.82
Cynthia Voltz,CV-12805,CA-2014-164707,2/19/2014,109.53
Cynthia Voltz,CV-12805,CA-2014-164707,2/19/2014,167.98
Saphhira Shifley,SS-20140,CA-2014-164756,9/19/2014,20.32
